id,lot_id,number,name,category,description
RM6378.3b.G9,RM6378.3b,G9,Reactive Cleaning (Outside Operational Working Hours),G,Managing and supplying reactive cleaning services
RM6378.3b.G10,RM6378.3b,G10,Additional Cleaning Services,G,"Cleaning services including but not limited to IT equipment cleaning, curtains and window blinds, medical clinical and laboratory cleaning, communications and equipment rooms, vehicle cleaning and specialist cleaning."
RM6378.3b.G11,RM6378.3b,G11,Housekeeping,G,Professionally managed housekeeping service for staff and visitors at the buyer premises
RM6378.3b.G12,RM6378.3b,G12,Standard Wash Linen and Laundry Services,G,"Collection, washing and return of linen and laundry items"
RM6378.3b.H1,RM6378.3b,H1,Mail Services,H,The management and operation of a mail room service
RM6378.3b.H2,RM6378.3b,H2,Internal Messenger Service,H,Provision of a messenger service at each buyer premises
RM6378.3b.H3,RM6378.3b,H3,Courier Booking and Distribution Services,H,"National and international courier services, distribution of goods between buyer premises or buyer nominated locations"
RM6378.3b.H4,RM6378.3b,H4,Repairperson Services,H,Adaptable and responsive repairs services to the buyers premise
RM6378.3b.H5,RM6378.3b,H5,Move and Space Management (Internal Moves),H,"Preparation for moves, managing moves and temporary furniture storage"
RM6378.3b.H6,RM6378.3b,H6,Porterage,H,Provision of a professionally managed flexible porterage service
RM6378.3b.H7,RM6378.3b,H7,Signage,H,"Responsibility for signage regarding health and safety regulations, means of escape, statutory / mandatory signage"
RM6378.3b.H8,RM6378.3b,H8,Archiving (On-Site),H,"A holistic document storage service, based on the buyer’s requirement and the on-site storage capacity"
RM6378.3b.H9,RM6378.3b,H9,Furniture Management,H,"Professional furniture management services for movement, storage and disposal of furniture"
RM6378.3b.H10,RM6378.3b,H10,Space Management,H,Space management services and office moves
RM6378.3b.H11,RM6378.3b,H11,Cable Management,H,"Cable management service including installation of additional data cabling, and moving floor boxes and grommets"
RM6378.3b.H12,RM6378.3b,H12,Reprographics Service,H,"A service for the bulk copying, finishing and binding of documents"
RM6378.3b.H13,RM6378.3b,H13,Stores and Goods Management Services,H,"Provision, management and operation of a storage and supply service within the buyer premises"
RM6378.3b.H14,RM6378.3b,H14,Portable Washroom Solutions,H,"Management and cleaning of latrines, and the supply of portable facilities"
RM6378.3b.H15,RM6378.3b,H15,Childcare Facility,H,Childcare nursery service for children aged between three months and an age suitable for first entry to school
RM6378.3b.H16,RM6378.3b,H16,Sports and Leisure Service,H,"Full management of the sports and leisure facilities including the booking of activity rooms, equipment and managing payment systems"
RM6378.3b.H17,RM6378.3b,H17,"Transport, Driver and Vehicle Service",H,"Including onsite and intersite transport services, vehicle inspection and maintenance services, valet services, breakdown services"
RM6378.3b.H18,RM6378.3b,H18,First Aid and Medical Service,H,First aid and medical services in line with health and safety executive guidance to visitors or staff who are injured whilst on the buyer premises
RM6378.3b.H19,RM6378.3b,H19,Housing and Residential Accommodation Management,H,"Professionally managed housing and estates management service, for residential occupancy and potential occupancy by buyer staff"
RM6378.3b.H21,RM6378.3b,H21,Additional Support Services,H,"Provision of additional support services, for example, clerical support, event management, switchboard services"
RM6378.3b.I1,RM6378.3b,I1,Reception Service,I,Provision of a professional reception service
RM6378.3b.I2,RM6378.3b,I2,Taxi Booking Service,I,Managing and co-ordinating a taxi booking service for the buyer
RM6378.3b.I3,RM6378.3b,I3,Car Park Management and Booking Service,I,Provision of a car park management service
RM6378.3b.I4,RM6378.3b,I4,Voice Announcement System Operation,I,"A service making broadcasts or announcements via the voice announcement system, as requested by the buyer"
RM6378.3b.I5,RM6378.3b,I5,Concierge Services,I,Provision of concierge services
RM6378.3b.J1,RM6378.3b,J1,On-Site / Mobile Classified Waste Shredding Services,J,Provision of an on-site/mobile classified waste shredding service in line with all UK Government disposal standards
RM6378.3b.J2,RM6378.3b,J2,Off-Site Classified Waste Shredding Services,J,Provision of an off-site classified waste shredding service in line with all UK Government disposal standards
RM6378.3b.J3,RM6378.3b,J3,General waste,J,"Collection, storage and removal of general waste from the buyers premise"
RM6378.3b.J4,RM6378.3b,J4,Recycled Waste and Waste for Re-use,J,Collection and removal of all recyclable waste and waste suitable for re-use from the buyers premise
RM6378.3b.J5,RM6378.3b,J5,Sanitary Waste,J,Disposal of sanitary waste and provision of suitable receptacles
RM6378.3b.J6,RM6378.3b,J6,Hazardous Waste,J,"Collection, transportation, treatment and disposal of hazardous waste"
RM6378.3b.J7,RM6378.3b,J7,Additional Waste Services,J,"Provision of additional waste services, including but not limited to , clinical waste, radioactive/radiological waste, specialist waste destruction services, Barcoding / Radio Frequency Identification (RFID) and Management of on-site bulk waste storage areas"
RM6378.3b.M1,RM6378.3b,M1,Soft FM CAFM Requirements,M,"CAFM system and associated software required to deliver Soft FM services, aligned to asset requirements and SFG20"
RM6378.3b.N1,RM6378.3b,N1,Helpdesk Services,N,"Fully staffed, supervised helpdesk service for all FM related service requests and fault reporting"
RM6378.3b.O1,RM6378.3b,O1,Security Officer Services,O,"Provision of a security officer services at the internal, external and/or locations specified by the buyer"
RM6378.3b.O2,RM6378.3b,O2,Video Surveillance Systems (VSS) and Alarm Monitoring,O,"Operating Video Surveillance Systems (VSS) on the buyers premises, monitoring activity, and providing evidence of footage where necessary"
RM6378.3b.O3,RM6378.3b,O3,Control of Access and Security Passes,O,"Managing the control of access and security passes, pass production, and managing a log of staff and visitors"
RM6378.3b.O4,RM6378.3b,O4,Control of Access - Vehicles,O,"Managing the control of access and security passes for vehicles, pass production, and vehicles logs"
RM6378.3b.O5,RM6378.3b,O5,Patrolling Services,O,"Provision of Internal and external security guarding patrols, and alarm responses"
RM6378.3b.O6,RM6378.3b,O6,Management of Visitors and Passes,O,"Managing, producing and issuing visitor passes"
RM6378.3b.O7,RM6378.3b,O7,Additional Security Officer Services,O,"Additional security services for specific sites with particular requirements, for example, court or prison security officers, transporting prisoners or detainees or Cash and valuables in transit"
RM6378.3b.O8,RM6378.3b,O8,Key Holding,O,A professional key holding service - custodian of building access keys and alarm system codes. Compliance with security industry authority
RM6378.4a.O1,RM6378.4a,O1,Security Officer Services,O,"Provision of a security officer services at the internal, external and/or locations specified by the buyer"
RM6378.4a.O2,RM6378.4a,O2,Video Surveillance Systems (VSS) and Alarm Monitoring,O,"Operating Video Surveillance Systems (VSS) on the buyers premises, monitoring activity, and providing evidence of footage where necessary"
RM6378.4a.O3,RM6378.4a,O3,Control of Access and Security Passes,O,"Managing the control of access and security passes, pass production, and managing a log of staff and visitors"
RM6378.4a.O4,RM6378.4a,O4,Control of Access - Vehicles,O,"Managing the control of access and security passes for vehicles, pass production, and vehicles logs"
RM6378.4a.O5,RM6378.4a,O5,Patrolling Services,O,"Provision of Internal and external security guarding patrols, and alarm responses"
RM6378.4a.O6,RM6378.4a,O6,Management of Visitors and Passes,O,"Managing, producing and issuing visitor passes"
RM6378.4a.O7,RM6378.4a,O7,Additional Security Officer Services,O,"Additional security services for specific sites with particular requirements, for example, court or prison security officers, transporting prisoners or detainees or Cash and valuables in transit"
RM6378.4a.O8,RM6378.4a,O8,Key Holding,O,A professional key holding service - custodian of building access keys and alarm system codes. Compliance with security industry authority
RM6378.4a.P1,RM6378.4a,P1,"Design, Supply, Install and Commission of Physical and Electronic Security Systems and Services",P,"Service including the design, supply, install and commission of physical and electronic security systems and services"
RM6378.4a.Q1,RM6378.4a,Q1,Planned Preventative Maintenance (PPM) Services,Q,Provision of a planned preventive maintenance service
RM6378.4a.Q2,RM6378.4a,Q2,Reactive Maintenance Services,Q,Provision of a reactive maintenance service
RM6378.4a.R1,RM6378.4a,R1,Security Operations Centre,R,"Provision for a central facility for receiving alarm notifications, monitoring VSS images, radio and any other communication, controlling response to emergency incidents"
RM6378.4a.S1,RM6378.4a,S1,Security Advisory Services,S,"Security related advisory Services, which shall include but not limited to audits, surveys and design services"
RM6378.4a.T1,RM6378.4a,T1,Security Assessments,T,"Provision of security assessments, for example evaluating existing or planned security measures to protect the Buyer from threats and identify improvements when deemed necessary"
RM6378.4a.T2,RM6378.4a,T2,Risk Assessments,T,"Provision of risk assessments including but not limited to Health and safety, Fire safety and Identifying hazards."
RM6378.4a.U1,RM6378.4a,U1,Security Awareness / Training,U,"Provision to design, deliver and evaluate security awareness and training"
RM6378.4b.O1,RM6378.4b,O1,Security Officer Services,O,"Provision of a security officer services at the internal, external and/or locations specified by the buyer"
RM6378.4b.O2,RM6378.4b,O2,Video Surveillance Systems (VSS) and Alarm Monitoring,O,"Operating Video Surveillance Systems (VSS) on the buyers premises, monitoring activity, and providing evidence of footage where necessary"
RM6378.4b.O3,RM6378.4b,O3,Control of Access and Security Passes,O,"Managing the control of access and security passes, pass production, and managing a log of staff and visitors"
RM6378.4b.O4,RM6378.4b,O4,Control of Access - Vehicles,O,"Managing the control of access and security passes for vehicles, pass production, and vehicles logs"
RM6378.4b.O5,RM6378.4b,O5,Patrolling Services,O,"Provision of Internal and external security guarding patrols, and alarm responses"
RM6378.4b.O6,RM6378.4b,O6,Management of Visitors and Passes,O,"Managing, producing and issuing visitor passes"
RM6378.4b.O7,RM6378.4b,O7,Additional Security Officer Services,O,"Additional security services for specific sites with particular requirements, for example, court or prison security officers, transporting prisoners or detainees or Cash and valuables in transit"
RM6378.4b.O8,RM6378.4b,O8,Key Holding,O,A professional key holding service - custodian of building access keys and alarm system codes. Compliance with security industry authority
RM6378.4c.P1,RM6378.4c,P1,"Design, Supply, Install and Commission of Physical and Electronic Security Systems and Services",P,"Service including the design, supply, install and commission of physical and electronic security systems and services"
RM6378.4c.Q1,RM6378.4c,Q1,Planned Preventative Maintenance (PPM) Services,Q,Provision of a planned preventive maintenance service
RM6378.4c.Q2,RM6378.4c,Q2,Reactive Maintenance Services,Q,Provision of a reactive maintenance service
RM6378.4c.R1,RM6378.4c,R1,Security Operations Centre,R,"Provision for a central facility for receiving alarm notifications, monitoring VSS images, radio and any other communication, controlling response to emergency incidents"
RM6378.4d.S1,RM6378.4d,S1,Security Advisory Services,S,"Security related advisory Services, which shall include but not limited to audits, surveys and design services"
RM6378.4d.T1,RM6378.4d,T1,Security Assessments,T,"Provision of security assessments, for example evaluating existing or planned security measures to protect the Buyer from threats and identify improvements when deemed necessary"
RM6378.4d.T2,RM6378.4d,T2,Risk Assessments,T,"Provision of risk assessments including but not limited to Health and safety, Fire safety and Identifying hazards."
RM6378.4d.U1,RM6378.4d,U1,Security Awareness / Training,U,"Provision to design, deliver and evaluate security awareness and training"
